scope,location_id,location_name,outcome,year,bmi_rate,bmi_rate_lower,bmi_rate_upper,direct_gbd_fraction,direct_gbd_fraction_lower,direct_gbd_fraction_upper,overall_rate,overall_rate_lower,overall_rate_upper,asr_ratio_fraction,fraction_definition_gap_pp,sdi_group_order
sdi_group,44637,Low SDI,death,2006,0.2447521706,0.09641930752,0.4910708804,0.03656689229,0.01388404668,0.06541013083,,,,,,1
sdi_group,44637,Low SDI,death,2007,0.2496982967,0.0993970385,0.4965329959,0.0377894548,0.01447342313,0.06691493134,,,,,,1
sdi_group,44637,Low SDI,death,2008,0.2564470562,0.1006920735,0.4968484333,0.03935525678,0.01519862977,0.0698954336,,,,,,1
sdi_group,44637,Low SDI,death,2009,0.2646464974,0.09916812409,0.5189365795,0.0411901101,0.01604073308,0.07110151684,,,,,,1
sdi_group,44637,Low SDI,death,2010,0.2715498483,0.1072913269,0.5264972611,0.04279725063,0.01703125292,0.07218490964,,,,,,1
sdi_group,44637,Low SDI,death,2011,0.2776551795,0.1116492891,0.53522772,0.04451296036,0.01817770744,0.0760614961,,,,,,1
sdi_group,44637,Low SDI,death,2012,0.2812790032,0.1120673449,0.5503153782,0.04586838234,0.01895543221,0.07825966763,,,,,,1
sdi_group,44637,Low SDI,death,2013,0.2885925972,0.1142152088,0.5514948943,0.04741919502,0.01969704996,0.0797646603,,,,,,1
sdi_group,44637,Low SDI,death,2014,0.2931900755,0.1164324115,0.556402487,0.04923476139,0.02085552496,0.0820530945,,,,,,1
sdi_group,44637,Low SDI,death,2015,0.2990221608,0.1191161152,0.5613336867,0.05083133491,0.02172143308,0.08493423959,,,,,,1
sdi_group,44637,Low SDI,death,2016,0.3078664016,0.12217938,0.582695031,0.05245885192,0.02236095901,0.08699028467,,,,,,1
sdi_group,44637,Low SDI,death,2017,0.3167438301,0.1270711053,0.6027158308,0.05402236729,0.02329704987,0.08962212045,,,,,,1
sdi_group,44637,Low SDI,death,2018,0.3253866987,0.1341456056,0.5999800176,0.05579953184,0.02431920557,0.09281106606,,,,,,1
sdi_group,44637,Low SDI,death,2019,0.3371510223,0.1433760153,0.601490023,0.05760064151,0.02557725569,0.09648376866,,,,,,1
sdi_group,44637,Low SDI,death,2020,0.3513743861,0.1467408073,0.6304668922,0.05933857655,0.02627582387,0.09955165489,,,,,,1
sdi_group,44637,Low SDI,death,2021,0.3714497428,0.1507643192,0.6914715762,0.06053173322,0.02623201718,0.101373825,,,,,,1
sdi_group,44637,Low SDI,death,2022,0.404373113,0.1607836555,0.7643172263,0.06394824598,0.02751171428,0.1065064019,,,,,,1
sdi_group,44637,Low SDI,death,2023,0.4514146793,0.1743768812,0.8486745268,0.06635892956,0.02855624988,0.1099404781,,,,,,1
sdi_group,44636,Low-middle SDI,daly,1990,3.869587494,1.625728379,7.087047196,0.03598055525,0.01496020873,0.06326857743,,,,,,2
sdi_group,44636,Low-middle SDI,daly,1991,3.996665396,1.720152193,7.454365324,0.03710128239,0.01564970847,0.06575501099,,,,,,2
sdi_group,44636,Low-middle SDI,daly,1992,4.064943583,1.72009834,7.505977302,0.03833178025,0.01630084599,0.06859005514,,,,,,2
sdi_group,44636,Low-middle SDI,daly,1993,4.160577122,1.760176312,7.837030711,0.03962615885,0.01687944926,0.07232625119,,,,,,2
sdi_group,44636,Low-middle SDI,daly,1994,4.250562663,1.813953966,8.03842357,0.04087601913,0.01752745578,0.07285793948,,,,,,2
sdi_group,44636,Low-middle SDI,daly,1995,4.329618223,1.861191637,8.569431122,0.04181189912,0.01822913587,0.07229684314,,,,,,2
sdi_group,44636,Low-middle SDI,daly,1996,4.441020802,1.886670483,8.93892029,0.04234878584,0.01865747048,0.07185352631,,,,,,2
sdi_group,44636,Low-middle SDI,daly,1997,4.575038166,1.972356414,9.599603462,0.04302615047,0.01889634017,0.07421491307,,,,,,2
sdi_group,44636,Low-middle SDI,daly,1998,4.748791625,2.010893337,9.536824413,0.04415375985,0.01923566224,0.07865745477,,,,,,2
sdi_group,44636,Low-middle SDI,daly,1999,4.881949274,2.033946389,9.649113277,0.04559140796,0.01933530687,0.08022869682,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2000,5.036610018,2.098004299,10.05581451,0.04708538398,0.01972158645,0.08163346672,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2001,5.140740001,2.148007353,10.24469057,0.04841031019,0.02006388781,0.08353691324,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2002,5.225247011,2.243759837,10.14622507,0.04970128977,0.02027507827,0.08496036221,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2003,5.233755504,2.184339073,9.993838401,0.05095527012,0.02055818293,0.0879178226,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2004,5.256408242,2.191631003,9.828606954,0.05245660911,0.02183568753,0.08981681188,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2005,5.316201365,2.281786291,10.05678053,0.05338054286,0.02277647617,0.08942449883,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2006,5.392632604,2.332502579,10.107137,0.05426927777,0.02361814975,0.09140213123,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2007,5.510431213,2.369416627,10.12517912,0.05523502147,0.02419963062,0.09364903917,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2008,5.669558342,2.385739429,10.18982395,0.05689267858,0.02444668222,0.09523405703,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2009,5.8415278,2.535552122,10.48962167,0.0591684843,0.02577524694,0.09814719098,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2010,6.046501973,2.638422222,11.00907401,0.0613039547,0.02756749797,0.09995575604,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2011,6.233803855,2.633267676,11.16995955,0.06320151395,0.02816324587,0.1037131123,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2012,6.414388833,2.721312496,11.39352044,0.06528795272,0.0292715136,0.1057114988,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2013,6.636758027,2.807011006,11.63034485,0.06753069144,0.03066982265,0.1090445418,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2014,6.808903236,2.772951529,11.8059088,0.06999277799,0.0318323858,0.1135662386,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2015,7.005352367,2.869605258,12.10866238,0.0721570342,0.03275805193,0.1141848557,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2016,7.223146764,2.973297853,12.3412614,0.07393581522,0.03382553307,0.119190909,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2017,7.408981174,2.977473284,12.64167408,0.0754626067,0.03421701478,0.1232208674,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2018,7.633543192,3.066094638,12.67525963,0.07783891642,0.035208916,0.1257343543,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2019,7.920172591,3.243834177,13.04122217,0.08048111799,0.03602242844,0.1310881707,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2020,8.279163867,3.429635373,13.87986031,0.08220714983,0.03644990782,0.1307383075,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2021,8.861303169,3.662290929,15.10837308,0.08253974589,0.03659002772,0.1327180747,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2022,9.281364267,3.79370954,16.32639527,0.08760584963,0.03966386208,0.1406705496,,,,,,2
sdi_group,44636,Low-middle SDI,daly,2023,9.947199431,4.022492692,17.87587931,0.08936013219,0.03961528904,0.1420197127,,,,,,2
sdi_group,44636,Low-middle SDI,death,1990,0.1300322346,0.05360095857,0.2366356324,0.03586344624,0.01479240518,0.0631406244,,,,,,2
sdi_group,44636,Low-middle SDI,death,1991,0.1343565241,0.05662707473,0.2501040913,0.03687043562,0.01526248135,0.06430467848,,,,,,2
sdi_group,44636,Low-middle SDI,death,1992,0.1367399646,0.05801326032,0.2441122425,0.03803933432,0.01591813215,0.06672497192,,,,,,2
sdi_group,44636,Low-middle SDI,death,1993,0.1400493335,0.05945645003,0.2552372171,0.03923523291,0.01660797522,0.06990010246,,,,,,2
sdi_group,44636,Low-middle SDI,death,1994,0.142964182,0.0609449011,0.2670499827,0.04034600401,0.01735573387,0.0711265683,,,,,,2
sdi_group,44636,Low-middle SDI,death,1995,0.1455913104,0.06178729854,0.2864339886,0.04120063203,0.01795238198,0.06995642755,,,,,,2
sdi_group,44636,Low-middle SDI,death,1996,0.1492053707,0.06347051333,0.2994268803,0.04162956213,0.01830132646,0.06971984718,,,,,,2
sdi_group,44636,Low-middle SDI,death,1997,0.1533144194,0.06640835302,0.316821623,0.04214975809,0.0187647714,0.07213747799,,,,,,2
sdi_group,44636,Low-middle SDI,death,1998,0.1587052293,0.06742366419,0.3184414879,0.04317177927,0.0190768404,0.07494717683,,,,,,2
sdi_group,44636,Low-middle SDI,death,1999,0.1627977312,0.06771064706,0.3241602369,0.04447704309,0.01907827551,0.07679667458,,,,,,2
sdi_group,44636,Low-middle SDI,death,2000,0.1673438307,0.0688515814,0.3261347825,0.04578548197,0.0190905969,0.07822688906,,,,,,2
sdi_group,44636,Low-middle SDI,death,2001,0.1706967041,0.07012579062,0.3321397265,0.04695196434,0.01921177055,0.08071331528,,,,,,2
sdi_group,44636,Low-middle SDI,death,2002,0.1732921028,0.07355884341,0.33428981,0.04793320712,0.01924833501,0.08208665576,,,,,,2
sdi_group,44636,Low-middle SDI,death,2003,0.1736055384,0.07147717988,0.3246865891,0.04900686865,0.01983124101,0.08408600527,,,,,,2
sdi_group,44636,Low-middle SDI,death,2004,0.1741956287,0.07165559136,0.320565776,0.05026394325,0.02103362316,0.08647444266,,,,,,2
sdi_group,44636,Low-middle SDI,death,2005,0.1759741479,0.07514597615,0.3290595695,0.05084783662,0.02178398276,0.08612797844,,,,,,2
sdi_group,44636,Low-middle SDI,death,2006,0.1784160202,0.07681131302,0.3275631406,0.05149734776,0.02250815707,0.08754458777,,,,,,2
sdi_group,44636,Low-middle SDI,death,2007,0.1823541883,0.07838651059,0.3310220065,0.05240077424,0.02309215373,0.08833890361,,,,,,2
sdi_group,44636,Low-middle SDI,death,2008,0.187892841,0.07995391394,0.3329417585,0.05403275762,0.02335324707,0.09088560969,,,,,,2
sdi_group,44636,Low-middle SDI,death,2009,0.1938574156,0.08398016512,0.3484921521,0.05633847584,0.02410980448,0.09437784249,,,,,,2
sdi_group,44636,Low-middle SDI,death,2010,0.200891235,0.08745484521,0.3621557774,0.05837123343,0.02583664412,0.09623265322,,,,,,2
sdi_group,44636,Low-middle SDI,death,2011,0.2072957573,0.08852697435,0.3663453188,0.06026275604,0.02679948824,0.09914984261,,,,,,2
sdi_group,44636,Low-middle SDI,death,2012,0.2134408177,0.08932751285,0.3741937898,0.06224150977,0.02779698054,0.1014962665,,,,,,2
sdi_group,44636,Low-middle SDI,death,2013,0.2208912013,0.09368778583,0.3841744563,0.06445348557,0.02934952267,0.1049528909,,,,,,2
sdi_group,44636,Low-middle SDI,death,2014,0.2266874659,0.09376036437,0.3940370891,0.06698173704,0.03047173275,0.107969811,,,,,,2
sdi_group,44636,Low-middle SDI,death,2015,0.2338663673,0.09662814391,0.4035692076,0.06903389856,0.03129342097,0.1098667797,,,,,,2
sdi_group,44636,Low-middle SDI,death,2016,0.2413756381,0.0985424537,0.4116917841,0.07069398804,0.0321343273,0.1143282995,,,,,,2
sdi_group,44636,Low-middle SDI,death,2017,0.2479144197,0.1000072407,0.4226802514,0.07218788061,0.03255039175,0.1179662703,,,,,,2
sdi_group,44636,Low-middle SDI,death,2018,0.2561548138,0.1043597289,0.4293987109,0.07466261662,0.03365388762,0.1216786781,,,,,,2
sdi_group,44636,Low-middle SDI,death,2019,0.2665590528,0.1095854481,0.438472681,0.07738904421,0.03470616985,0.1269446608,,,,,,2
sdi_group,44636,Low-middle SDI,death,2020,0.2790307527,0.1159822299,0.4691523718,0.07906418085,0.03521025212,0.1267799168,,,,,,2
sdi_group,44636,Low-middle SDI,death,2021,0.2974750363,0.1237475463,0.5005527295,0.07991656159,0.03556842976,0.1278485506,,,,,,2
sdi_group,44636,Low-middle SDI,death,2022,0.3124281815,0.1289788565,0.5492742448,0.08453130966,0.03812727972,0.1372050315,,,,,,2
sdi_group,44636,Low-middle SDI,death,2023,0.3338069685,0.1367843941,0.6045063953,0.08626153183,0.03798485321,0.1368666927,,,,,,2
sdi_group,44639,Middle SDI,daly,1990,16.69795274,6.970751644,30.93587384,0.07443867048,0.03233388813,0.1218821889,,,,,,3
sdi_group,44639,Middle SDI,daly,1991,16.27810262,6.849497626,29.47543091,0.07424687045,0.0323042428,0.1197862862,,,,,,3
sdi_group,44639,Middle SDI,daly,1992,16.01033377,6.606198205,28.78927579,0.07438716827,0.03167719438,0.1218104855,,,,,,3
sdi_group,44639,Middle SDI,daly,1993,16.0638353,6.445323237,28.83934833,0.07500104904,0.03104319367,0.1234602372,,,,,,3
sdi_group,44639,Middle SDI,daly,1994,15.9501035,6.54611821,28.15509258,0.07485287575,0.0302291479,0.123770971,,,,,,3
sdi_group,44639,Middle SDI,daly,1995,15.81513727,6.648262807,27.06100101,0.07460634013,0.03077624585,0.1228085473,,,,,,3
sdi_group,44639,Middle SDI,daly,1996,15.62844198,6.582371418,25.94778289,0.07374903157,0.03108771909,0.1205845244,,,,,,3
sdi_group,44639,Middle SDI,daly,1997,15.5861701,6.486778405,26.32541545,0.07408153744,0.03215080018,0.1194821543,,,,,,3
sdi_group,44639,Middle SDI,daly,1998,15.67137798,6.532728801,26.1436157,0.0749707648,0.03300191633,0.1212677136,,,,,,3
sdi_group,44639,Middle SDI,daly,1999,15.6913969,6.493470133,26.06875373,0.07582494646,0.03342149823,0.1210191663,,,,,,3
sdi_group,44639,Middle SDI,daly,2000,15.96275791,6.596277063,26.62272425,0.07748604881,0.03373007088,0.1222571933,,,,,,3
sdi_group,44639,Middle SDI,daly,2001,16.58117231,6.979212236,26.92286838,0.08023439784,0.03490436736,0.1271484567,,,,,,3
sdi_group,44639,Middle SDI,daly,2002,17.26448468,7.53101857,27.54930879,0.08393641563,0.03656750806,0.1318217564,,,,,,3
sdi_group,44639,Middle SDI,daly,2003,17.60369088,7.759541461,28.00031265,0.08739151041,0.03836468142,0.13487014,,,,,,3
sdi_group,44639,Middle SDI,daly,2004,17.80251636,7.957259398,28.49161036,0.08964524065,0.03902508281,0.1399541728,,,,,,3
sdi_group,44639,Middle SDI,daly,2005,17.93155516,7.976631694,28.70997098,0.09211915655,0.04036989434,0.1451147466,,,,,,3
sdi_group,44639,Middle SDI,daly,2006,18.30645632,7.974763231,29.33202468,0.09408863987,0.04132812863,0.148410416,,,,,,3
sdi_group,44639,Middle SDI,daly,2007,18.53271759,8.2405454,29.90536059,0.09570723675,0.04197046555,0.1516185311,,,,,,3
sdi_group,44639,Middle SDI,daly,2008,18.91761138,8.47003434,30.6046741,0.09736318281,0.04376768667,0.155726918,,,,,,3
sdi_group,44639,Middle SDI,daly,2009,19.41827138,8.744803357,31.20040043,0.09970212596,0.04599953742,0.156853819,,,,,,3
sdi_group,44639,Middle SDI,daly,2010,19.76226312,8.950543221,31.33369191,0.1019216077,0.04762351272,0.1580663845,,,,,,3
sdi_group,44639,Middle SDI,daly,2011,20.27555833,9.007496786,32.59167865,0.104349139,0.05020982265,0.1605873968,,,,,,3
sdi_group,44639,Middle SDI,daly,2012,20.50357479,8.877477656,33.1677898,0.1059537305,0.05131753359,0.1635183656,,,,,,3
sdi_group,44639,Middle SDI,daly,2013,19.94243407,8.737570305,32.25985748,0.1050378854,0.05133824576,0.1619575458,,,,,,3
sdi_group,44639,Middle SDI,daly,2014,20.36157993,9.079507966,32.44042265,0.1065986808,0.05216533064,0.1645465869,,,,,,3
sdi_group,44639,Middle SDI,daly,2015,20.992859,9.416087741,32.72439851,0.1086245568,0.0533317403,0.1677434037,,,,,,3
sdi_group,44639,Middle SDI,daly,2016,21.05880247,9.323135484,33.25954232,0.1087222478,0.05352118793,0.1674267198,,,,,,3
sdi_group,44639,Middle SDI,daly,2017,20.88036264,9.208673199,33.31900609,0.1089187314,0.05391594,0.1690241524,,,,,,3
sdi_group,44639,Middle SDI,daly,2018,20.75041652,9.210930901,33.05423689,0.1104460581,0.0549437813,0.1726763774,,,,,,3
sdi_group,44639,Middle SDI,daly,2019,20.49039403,9.385824408,32.36168213,0.1121707926,0.05617453748,0.1749995347,,,,,,3
sdi_group,44639,Middle SDI,daly,2020,20.70801202,9.720160571,32.88097381,0.1145864867,0.0571773166,0.1777531436,,,,,,3
sdi_group,44639,Middle SDI,daly,2021,21.80012789,10.38723573,34.81040458,0.1162414436,0.05659097343,0.1824228391,,,,,,3
sdi_group,44639,Middle SDI,daly,2022,24.30170002,11.72458453,39.91695648,0.1253557207,0.06249318663,0.1953829008,,,,,,3
sdi_group,44639,Middle SDI,daly,2023,25.79141292,11.69930038,41.67446306,0.1284998485,0.06265151059,0.2022397049,,,,,,3
sdi_group,44639,Middle SDI,death,1990,0.6144722566,0.2548548906,1.147847128,0.0780735366,0.03385668784,0.1289176879,,,,,,3
sdi_group,44639,Middle SDI,death,1991,0.5964960467,0.2489860951,1.096963045,0.07763616168,0.03368946423,0.1260909114,,,,,,3
sdi_group,44639,Middle SDI,death,1992,0.5850944722,0.2408703853,1.05267011,0.07768920462,0.03295955987,0.1271808576,,,,,,3
sdi_group,44639,Middle SDI,death,1993,0.5863122879,0.2343378332,1.03988063,0.07826710066,0.03206245349,0.1289638992,,,,,,3
sdi_group,44639,Middle SDI,death,1994,0.5798737781,0.2369002436,1.035879574,0.07798401435,0.03119485096,0.1286723277,,,,,,3
sdi_group,44639,Middle SDI,death,1995,0.5711615317,0.2382233721,1.014268613,0.07748549941,0.03170716957,0.1282899783,,,,,,3
sdi_group,44639,Middle SDI,death,1996,0.5593682381,0.2322760129,0.9522353439,0.07622566253,0.03181475907,0.1251594663,,,,,,3
sdi_group,44639,Middle SDI,death,1997,0.5547280779,0.2266707206,0.9484758297,0.07643261778,0.0327921105,0.1238919532,,,,,,3
sdi_group,44639,Middle SDI,death,1998,0.5569615116,0.2288034557,0.9312382871,0.07737459839,0.03371141343,0.1255204227,,,,,,3
sdi_group,44639,Middle SDI,death,1999,0.5572952289,0.2281866919,0.9265271232,0.07827004055,0.03421920268,0.1263151848,,,,,,3
sdi_group,44639,Middle SDI,death,2000,0.5668434303,0.2316377053,0.9539703887,0.07994088798,0.03470008867,0.1277161135,,,,,,3
sdi_group,44639,Middle SDI,death,2001,0.5880720713,0.2445525689,0.9652097524,0.0826886361,0.03591122244,0.1310743807,,,,,,3
sdi_group,44639,Middle SDI,death,2002,0.6120367963,0.2638772995,0.9885834487,0.08638116427,0.03784403784,0.1354962314,,,,,,3
sdi_group,44639,Middle SDI,death,2003,0.6234394684,0.2719288229,1.003462361,0.08983771157,0.03969359118,0.1402388211,,,,,,3
sdi_group,44639,Middle SDI,death,2004,0.6275806772,0.2766309349,1.002466837,0.09183685731,0.04003328048,0.1448922992,,,,,,3
sdi_group,44639,Middle SDI,death,2005,0.6298354287,0.276385971,1.006508112,0.09407640766,0.04135228108,0.1493811312,,,,,,3
sdi_group,44639,Middle SDI,death,2006,0.6426130893,0.2789992045,1.035130676,0.09589909143,0.04205124974,0.1533508055,,,,,,3
sdi_group,44639,Middle SDI,death,2007,0.6508135988,0.2884032001,1.055806337,0.09741830792,0.0424293773,0.1557798981,,,,,,3
sdi_group,44639,Middle SDI,death,2008,0.6641774211,0.2963964609,1.077812151,0.09892749168,0.04392053749,0.1590556442,,,,,,3
sdi_group,44639,Middle SDI,death,2009,0.6809382585,0.3065607996,1.097592716,0.1011740607,0.0462240487,0.1593992469,,,,,,3
sdi_group,44639,Middle SDI,death,2010,0.6928280215,0.3103650657,1.097853817,0.1033619796,0.04803749056,0.1607457854,,,,,,3
sdi_group,44639,Middle SDI,death,2011,0.7124243005,0.3180904544,1.143223872,0.1059044173,0.05059612841,0.1635683186,,,,,,3
sdi_group,44639,Middle SDI,death,2012,0.7228441664,0.3156791767,1.168976821,0.1076063281,0.05192620065,0.1665546717,,,,,,3
sdi_group,44639,Middle SDI,death,2013,0.7005242854,0.3080349736,1.12845215,0.1064032743,0.05184486511,0.1644348789,,,,,,3
sdi_group,44639,Middle SDI,death,2014,0.7158278038,0.3209068805,1.136242343,0.1079671767,0.05255163203,0.1668539302,,,,,,3
sdi_group,44639,Middle SDI,death,2015,0.7417790836,0.3331366559,1.157920109,0.1101771403,0.05375191304,0.1708653093,,,,,,3
sdi_group,44639,Middle SDI,death,2016,0.7453058675,0.330649158,1.172373663,0.1102250822,0.05403108259,0.171714061,,,,,,3
sdi_group,44639,Middle SDI,death,2017,0.7406293893,0.3274432195,1.183282955,0.110408348,0.05447364279,0.171667302,,,,,,3
sdi_group,44639,Middle SDI,death,2018,0.7378295411,0.3322183389,1.171850773,0.1121432722,0.05567218371,0.1745443898,,,,,,3
sdi_group,44639,Middle SDI,death,2019,0.7300415902,0.3377968032,1.146349124,0.1142136839,0.05702573094,0.1791819781,,,,,,3
sdi_group,44639,Middle SDI,death,2020,0.7425195548,0.3516312967,1.177847971,0.1172691813,0.05835808254,0.1822071572,,,,,,3
sdi_group,44639,Middle SDI,death,2021,0.7856590389,0.3757228906,1.254089878,0.1190903993,0.05768284744,0.1860567222,,,,,,3
sdi_group,44639,Middle SDI,death,2022,0.8817282467,0.4213523395,1.450066495,0.128839884,0.06415582637,0.2002908353,,,,,,3
sdi_group,44639,Middle SDI,death,2023,0.9314239596,0.4224975916,1.511326066,0.131845467,0.06410581628,0.2053339876,,,,,,3
