location_id,location_name,year,bmi_daly_rate,bmi_daly_rate_lower,bmi_daly_rate_upper,bmi_death_rate,bmi_death_rate_lower,bmi_death_rate_upper,gbd_daly_fraction,gbd_daly_fraction_lower,gbd_daly_fraction_upper,gbd_death_fraction,gbd_death_fraction_lower,gbd_death_fraction_upper,overall_daly_rate,overall_daly_rate_lower,overall_daly_rate_upper,overall_death_rate,overall_death_rate_lower,overall_death_rate_upper,sdi,sdi_lower,sdi_upper,asr_ratio_daly,asr_ratio_death,daly_fraction_definition_gap_pp,death_fraction_definition_gap_pp,bmi_daly_rate_rel_ui_width,bmi_death_rate_rel_ui_width,gbd_daly_fraction_rel_ui_width,gbd_death_fraction_rel_ui_width,overall_daly_rate_rel_ui_width,overall_death_rate_rel_ui_width,sdi_rel_ui_width,sdi_quintile_2023
62,Russian Federation,2023,12.69692727,5.366848386,21.55468975,0.4989985425,0.2143642061,0.8439953229,0.1753326935,0.07869398747,0.2822779984,0.1816169754,0.08235101059,0.2922078432,72.28579404,64.64661037,81.61534654,2.743419703,2.45272332,3.067284492,0.822523587,0.822523587,0.822523587,0.1756489977,0.1818892464,-0.03163041984,-0.02722710459,1.274941646,1.261789491,1.161129775,1.155491287,0.234745103,0.2240128154,0,Q4
63,Ukraine,2023,8.191141264,3.79506106,13.13597934,0.2805043392,0.1282377356,0.4538350688,0.1735236058,0.08279718766,0.2701485236,0.1787057717,0.08541646718,0.2861172478,47.11534352,40.83577419,53.71220777,1.567087732,1.369265712,1.803010277,0.764530545,0.764530545,0.764530545,0.1738529458,0.1789972147,-0.03293400513,-0.02914430351,1.140368354,1.16075685,1.079687891,1.123079455,0.2732959714,0.276783843,0,Q4
66,Brunei Darussalam,2023,38.97413541,15.96817976,69.75544772,1.346313601,0.5424441435,2.409205147,0.1670270501,0.07411507833,0.277886718,0.1472633327,0.06559825074,0.2434468685,233.4824229,173.737831,297.002702,9.152896699,6.918241361,11.64898644,0.832363947,0.832363947,0.832363947,0.1669253511,0.1470915324,0.01016990384,0.01718003433,1.380075976,1.386572193,1.219991849,1.20769111,0.5279406881,0.5168576943,0,Q5
67,Japan,2023,8.362699651,3.309920631,14.90154115,0.3750771069,0.149702266,0.6674184689,0.0599235286,0.02394896443,0.1067281734,0.05326014529,0.02086764571,0.09136818376,139.5655154,126.3322774,148.5736019,7.042786389,6.116402844,7.638911223,0.875884075,0.875884075,0.875884075,0.05991952689,0.05325691937,0.0004001703604,0.0003225914964,1.386109869,1.380292728,1.381414127,1.323701572,0.1593611753,0.2161798321,0,Q5
68,Republic of Korea,2023,18.98723721,7.887074811,32.59653916,0.725285015,0.3014035461,1.239015044,0.06159706222,0.02809781703,0.09699384234,0.05461351552,0.02475307148,0.08931996111,307.3563731,241.6425507,391.8003293,13.24935408,10.78076599,16.15841864,0.891662727,0.891662727,0.891662727,0.06177596715,0.05474116024,-0.01789049274,-0.01276447198,1.301372289,1.292749027,1.118495312,1.182251115,0.4885461691,0.4058803634,0,Q5
69,Singapore,2023,10.53527842,4.632293891,16.81576384,0.4443907914,0.1893648789,0.7428575443,0.09153032942,0.04092331659,0.1467765407,0.08402507533,0.03631174755,0.1377797854,115.1626479,106.0817408,125.087197,5.290826152,4.793564563,5.772462911,0.869993868,0.869993868,0.869993868,0.09148173133,0.08399270334,0.00485980831,0.003237198699,1.15644499,1.245508854,1.1564825,1.207592346,0.165031427,0.1850180519,0,Q5
71,Australia,2023,25.29993446,12.80883488,40.60770802,1.028567372,0.5155251308,1.62545329,0.205786774,0.1011283529,0.3202249886,0.2018396596,0.09962234585,0.3151450543,122.9407313,114.1786978,131.5424435,5.096555712,4.653988568,5.503650855,0.852886303,0.852886303,0.852886303,0.2057896857,0.2018161735,-0.0002911769137,0.002348607707,1.098772536,1.079101077,1.064677926,1.067791676,0.1412367202,0.1667130382,0,Q5
72,New Zealand,2023,26.7245677,12.47462435,40.91332212,0.9841546604,0.4578605096,1.511749751,0.2503260672,0.1189863476,0.3698079021,0.2430560849,0.1154363399,0.3602758634,106.9975221,93.65212118,120.4167768,4.058835621,3.514878358,4.604594549,0.866430611,0.866430611,0.866430611,0.2497680992,0.242472165,0.05579680004,0.05839199244,1.06414061,1.070857339,1.001979368,1.00733756,0.2501427617,0.2684800009,0,Q5
74,Andorra,2023,31.30334067,11.61965612,63.19379133,1.226076683,0.4545952184,2.45090662,0.1773825366,0.07486720262,0.308779799,0.1772752203,0.07365456937,0.3114438004,176.206473,121.5186294,250.1183273,6.910407573,4.780647902,9.763554728,0.879855839,0.879855839,0.879855839,0.1776514797,0.1774246555,-0.02689431444,-0.01494352748,1.647560104,1.628210885,1.318690109,1.341356286,0.7298239146,0.7210727837,0,Q5
75,Austria,2023,17.93483725,7.961629624,28.76191265,0.7836384288,0.3477724258,1.257434398,0.1689079272,0.0801876793,0.2723058253,0.1652461606,0.07817392392,0.2644495995,106.2700713,97.25264165,117.1366662,4.745844899,4.295994327,5.200422272,0.853959728,0.853959728,0.853959728,0.1687665871,0.1651209522,0.01413400709,0.01252083802,1.159769823,1.160818483,1.137413437,1.127261746,0.1871084145,0.1905725881,0,Q5
76,Belgium,2023,15.10476232,6.844361045,24.79948432,0.6595272782,0.3002528419,1.077368558,0.1690709735,0.07898078254,0.2768272364,0.1651503076,0.07700201007,0.2693790349,89.26532143,81.02048485,96.30878309,3.989578818,3.566500074,4.333828586,0.876976215,0.876976215,0.876976215,0.169211986,0.1653125075,-0.01410124557,-0.01621999134,1.188706111,1.178292,1.170197638,1.164860227,0.1712680579,0.1923332128,0,Q5
77,Cyprus,2023,15.87050628,6.082660681,28.54952278,0.7482974526,0.2852001616,1.386236679,0.1919855643,0.08505571958,0.3172720527,0.1889787173,0.08399883301,0.3173893849,82.60665062,56.63656429,114.5846729,3.95741746,2.735290165,5.505627816,0.855816058,0.855816058,0.855816058,0.1921214111,0.1890873177,-0.01358467478,-0.01086003813,1.41563613,1.471388836,1.209551009,1.235009715,0.7014944696,0.7000367484,0,Q5
78,Denmark,2023,12.23245548,5.462575296,19.19813754,0.5319678363,0.2345470629,0.8458501999,0.161487849,0.07163286846,0.2634183985,0.15452919,0.06809673007,0.2539722785,75.88238903,67.7687204,83.5589542,3.44805851,3.066896172,3.799156397,0.915990253,0.915990253,0.915990253,0.1612028251,0.1542803972,0.02850239616,0.02487928558,1.12287858,1.149135521,1.187615856,1.202850726,0.2080882535,0.2123688515,0,Q5
79,Finland,2023,19.64580369,9.39955476,30.80497585,0.9008504292,0.4266454905,1.417998459,0.1849136189,0.08902380107,0.2876385399,0.1811391664,0.08685470475,0.2835170328,106.3497323,94.33565248,117.7578659,4.978041728,4.423491971,5.523665832,0.89081503,0.89081503,0.89081503,0.1847282854,0.1809648208,0.01853334938,0.01743455499,1.089567086,1.100463447,1.074094705,1.085697434,0.2202376339,0.2210053513,0,Q5
80,France,2023,26.08861865,12.42162637,40.87819573,1.118965235,0.532509407,1.754730063,0.179736369,0.08464977551,0.2774123587,0.1801673527,0.08470071504,0.2790775605,145.1455359,131.811549,159.5063269,6.21170987,5.669622786,6.776940331,0.86109871,0.86109871,0.86109871,0.1797411025,0.180138039,-0.0004733498417,0.002931373969,1.090765661,1.092277596,1.072474003,1.0788683,0.1908069562,0.1782629209,0,Q5
81,Germany,2023,18.52139875,8.499330679,29.87437139,0.7980686479,0.3719821151,1.277492489,0.1803942287,0.08434835643,0.2853093919,0.1780527914,0.08396780721,0.2791962243,102.6399199,96.24781624,108.9811356,4.48244785,4.134320186,4.800072208,0.878636199,0.878636199,0.878636199,0.1804502455,0.1780430413,-0.00560168892,0.000975004376,1.154072703,1.134627173,1.114010337,1.09646367,0.1240581577,0.1485242092,0,Q5
82,Greece,2023,19.06478393,9.063333751,29.46017651,0.7979401088,0.3772284807,1.225883692,0.2103849696,0.09944934213,0.3236679142,0.2131113585,0.1016499802,0.324423536,90.51926318,80.48379331,101.7197821,3.740230356,3.337135877,4.256839995,0.831148242,0.831148242,0.831148242,0.2106157657,0.2133398301,-0.02307961416,-0.02284716074,1.069870124,1.063557531,1.065753758,1.045338725,0.2346018739,0.2458950466,0,Q5
83,Iceland,2023,16.43437199,7.241710177,27.84355041,0.716699579,0.3175957952,1.228350308,0.1786863845,0.07922661643,0.2956423158,0.174213771,0.07690105581,0.2899450152,92.28626855,79.2102816,105.391748,4.128587098,3.523782332,4.708387446,0.888965507,0.888965507,0.888965507,0.1780803607,0.1735943949,0.06060238312,0.06193760571,1.253582446,1.270761892,1.211148236,1.222888169,0.2836983959,0.2869274852,0,Q5
84,Ireland,2023,19.36852175,8.696712608,30.04579944,0.8764415241,0.3997633887,1.366235697,0.2047450866,0.09834305399,0.3202609843,0.1970664888,0.09532477495,0.3050581874,94.73849184,84.71252542,106.4832962,4.453944612,3.966932373,5.029111004,0.906907098,0.906907098,0.906907098,0.2044419473,0.196778721,0.03031392928,0.02877677504,1.102256904,1.102723093,1.083874266,1.064277411,0.2297985787,0.2384804311,0,Q5
85,Israel,2023,10.0064521,4.481690125,15.71769325,0.4373078914,0.1984646745,0.6826912004,0.1909173612,0.09095767055,0.2946725187,0.188903658,0.09160863187,0.2896002279,52.36799045,46.72121408,58.7993434,2.312965407,2.08911822,2.586184349,0.840929726,0.840929726,0.840929726,0.191079551,0.1890680639,-0.01621897718,-0.01644058987,1.122875822,1.107289705,1.067031552,1.048108851,0.2306395416,0.2149042643,0,Q5
86,Italy,2023,15.69357319,6.932755703,25.50029715,0.6853877166,0.3013003648,1.111661502,0.1608188855,0.07115302343,0.2608373613,0.1596771789,0.07071850099,0.2584206205,97.73699965,87.44890613,107.2982405,4.298055046,3.82294538,4.712334071,0.834438992,0.834438992,0.834438992,0.1605694184,0.1594646205,0.02494671164,0.02125584022,1.183130268,1.182339743,1.179490439,1.175509994,0.2030892542,0.206928176,0,Q5
87,Luxembourg,2023,19.84493059,9.374814576,30.60040919,0.8898293231,0.4307435124,1.366631659,0.1952097307,0.09360831296,0.2999741999,0.1934872804,0.09442960167,0.2957679315,101.8989365,87.89147772,116.7914375,4.609796679,3.964794911,5.284362749,0.89475691,0.89475691,0.89475691,0.194751106,0.1930300586,0.04586246923,0.04572217647,1.06957263,1.051761414,1.057149591,1.040576566,0.2836139491,0.2862529368,0,Q5
88,Malta,2023,11.71668975,5.374192911,19.71831158,0.4892238911,0.2238450305,0.8353022506,0.2015788958,0.09118010093,0.3297148895,0.1925439939,0.08604854615,0.3197168847,58.32186967,50.33355684,67.48332027,2.549478412,2.201866707,2.946508927,0.830491207,0.830491207,0.830491207,0.2008970188,0.1918917567,0.06818770542,0.06522372222,1.224246693,1.249851512,1.183332152,1.213584147,0.2940537319,0.2920762996,0,Q4
89,Netherlands,2023,11.67562769,5.549029481,18.16749137,0.5277566669,0.2481173538,0.8297004937,0.1630510217,0.07662431912,0.247382351,0.1585032171,0.07510405319,0.2398950911,71.62704453,66.15101199,76.89937604,3.330277626,3.020360766,3.61293769,0.908399773,0.908399773,0.908399773,0.1630058557,0.1584722735,0.004516596271,0.003094362384,1.080752335,1.101991081,1.047267475,1.039669988,0.1500601361,0.1779361933,0,Q5
90,Norway,2023,12.12043833,5.506293685,19.90334647,0.4848615845,0.2168335219,0.7986326122,0.1446411703,0.06880745196,0.2407234541,0.1407341029,0.06610688965,0.2342885867,83.99924874,72.10900817,94.97987961,3.452894742,2.977872062,3.925736402,0.916927776,0.916927776,0.916927776,0.144292223,0.140421768,0.03489472731,0.03123348157,1.187832683,1.199928204,1.188568938,1.195031578,0.2722747142,0.2745129554,0,Q5
91,Portugal,2023,23.71960533,11.38624845,37.86484778,0.9569135921,0.4565952411,1.519391842,0.1927887675,0.09224329393,0.3028706848,0.1916039336,0.0913787378,0.3021155644,123.1810761,109.7883007,138.0821306,5.000710016,4.452229507,5.604380493,0.78646394,0.78646394,0.78646394,0.1925588417,0.1913555453,0.02299258616,0.02483882829,1.116317028,1.110650543,1.092529371,1.099856473,0.2296929914,0.23039748,0,Q4
92,Spain,2023,23.73580485,11.32403504,38.33346095,1.020123919,0.4874273259,1.647624956,0.1959580217,0.09128707045,0.3093186772,0.1972097231,0.09155513878,0.3094275328,121.111291,111.3421837,130.5551856,5.173116499,4.650723494,5.548520462,0.811819795,0.811819795,0.811819795,0.1959834187,0.1971971671,-0.002539696456,0.001255603649,1.137919109,1.137310486,1.112644457,1.104775113,0.1586392298,0.1735505024,0,Q4
93,Sweden,2023,10.6454255,4.758172562,17.27165743,0.4692402906,0.2101583439,0.7606440374,0.1546275431,0.06740079881,0.2537794571,0.1503672295,0.06584116438,0.2453378056,68.9287952,63.39548338,74.2525027,3.124516888,2.821793868,3.399206815,0.910927944,0.910927944,0.910927944,0.1544409049,0.1501801102,0.01866382182,0.01871192488,1.175480009,1.173142427,1.205339325,1.19372181,0.1575106497,0.1848007124,0,Q5
94,Switzerland,2023,12.64473535,5.658015118,20.25756874,0.5686468991,0.2536418858,0.9135194915,0.1616888128,0.07132068202,0.2582985861,0.1575232415,0.06884972749,0.2549463246,78.19952566,71.27668623,83.43262822,3.609059401,3.2212072,3.883173128,0.946050659,0.946050659,0.946050659,0.1616983638,0.1575609697,-0.0009551033124,-0.003772822425,1.154595428,1.160434721,1.156405943,1.181391364,0.1554477714,0.1834178534,0,Q5
95,United Kingdom,2023,26.09041018,12.2470579,41.17816247,1.100316102,0.5054935157,1.752094986,0.2014174823,0.09669760755,0.3178093733,0.1947668435,0.09447816598,0.3091344617,129.5302394,119.5896451,140.3571823,5.649198738,5.152645372,6.067694411,0.880444683,0.880444683,0.880444683,0.2014233147,0.1947738349,-0.0005832433128,-0.0006991429418,1.108878871,1.132948494,1.097778421,1.102119293,0.1603296444,0.1619785532,0,Q5
97,Argentina,2023,7.930650794,3.641627194,12.69298284,0.3089496661,0.141634644,0.4925939787,0.2367086726,0.1159457113,0.3628262773,0.2343737635,0.1146315547,0.3628432725,33.46501371,29.704704,38.65477598,1.316917699,1.16746396,1.516509698,0.764786183,0.764786183,0.764786183,0.2369833422,0.2346005877,-0.02746696164,-0.02268241423,1.1413131,1.13597577,1.042972204,1.059042249,0.2674456391,0.2650474954,0,Q4
98,Chile,2023,17.46682347,8.103037465,28.35270284,0.7478786452,0.346209867,1.224313609,0.2258292112,0.1081805983,0.3498980221,0.2186675015,0.1043834725,0.3415748035,77.26421054,69.70836085,85.78481266,3.416917281,3.059822779,3.79662504,0.788533125,0.788533125,0.788533125,0.2260661612,0.2188752562,-0.02369499543,-0.02077547062,1.159321579,1.174125973,1.070354993,1.084712312,0.2080711328,0.2156336253,0,Q4
99,Uruguay,2023,15.3513656,6.92228729,25.16265477,0.6100819808,0.2726443375,1.007748338,0.2063655611,0.09988201964,0.3234664244,0.2047572594,0.09953696763,0.3202422052,74.33000648,64.891276,86.43141688,2.977492662,2.61081836,3.450030298,0.745444259,0.745444259,0.745444259,0.2065298569,0.2048978957,-0.01642958393,-0.01406363069,1.188191849,1.20492659,1.083438552,1.077887242,0.2897906498,0.2818518914,0,Q4
101,Canada,2023,21.28682768,9.676819835,33.194479,0.886063707,0.4075058886,1.372072825,0.1952179617,0.08940765408,0.2957779579,0.1901375804,0.08704046772,0.2883624485,109.1359439,101.6237993,116.8388351,4.664071918,4.301505785,5.02592638,0.887304675,0.887304675,0.887304675,0.1950487339,0.1899764246,0.01692278596,0.0161155832,1.104798682,1.088597726,1.057127643,1.058822671,0.1394136087,0.1553193449,0,Q5
102,United States of America,2023,25.91278742,12.72447315,38.35048128,1.020709166,0.4991243768,1.533759212,0.2395493592,0.1160285429,0.3536544909,0.2349008859,0.1136711319,0.3467450382,108.214143,101.9376481,114.2680589,4.347043992,4.057665576,4.601248217,0.876475276,0.876475276,0.876475276,0.2394584174,0.2348053455,0.009094176939,0.009554048924,0.9889329044,1.013643131,0.9919707105,0.9922223381,0.1139445406,0.125046501,0,Q5
105,Antigua and Barbuda,2023,9.532046914,3.968645237,16.91102697,0.3450711751,0.1412126636,0.6170856995,0.1693690809,0.07086859604,0.2951262451,0.1576081555,0.06653779763,0.2807150026,56.22376438,48.39405828,65.48318337,2.187914429,1.871003828,2.529404358,0.755852569,0.755852569,0.755852569,0.169537686,0.1577169429,-0.01686051541,-0.01087873604,1.357775707,1.379057627,1.324076672,1.358922096,0.3039484331,0.3009260878,0,Q4
106,Bahamas,2023,20.23516493,8.709733255,33.27790336,0.702979828,0.3022130992,1.18716425,0.2304598714,0.1077915814,0.3660948813,0.2109969919,0.09567561444,0.3357971738,87.64137799,74.89509499,101.5007878,3.326353192,2.853465744,3.817183647,0.813601011,0.813601011,0.813601011,0.2308859742,0.211336496,-0.04261027402,-0.03395040442,1.214132437,1.258857105,1.120816819,1.138033093,0.3035745605,0.2897220611,0,Q4
107,Barbados,2023,12.36525957,5.540062421,20.31634347,0.4770203372,0.2161555951,0.795810483,0.1961292234,0.09648667508,0.3090405205,0.1834088597,0.09022524136,0.2881126753,62.96078031,55.39031552,71.79245708,2.597303811,2.276912532,2.995601466,0.754794961,0.754794961,0.754794961,0.1963962249,0.1836598149,-0.02670014329,-0.02509552582,1.194983491,1.215157599,1.083743879,1.078941521,0.2605136322,0.2767057637,0,Q4
108,Belize,2023,11.27037095,4.521883543,19.39803045,0.42777383,0.1749307967,0.7402610636,0.1684083057,0.07452680692,0.2785287871,0.1679017796,0.07384426813,0.2816316773,66.8058234,57.39782508,76.87125982,2.543660094,2.186761778,2.911555211,0.628475098,0.628475098,0.628475098,0.168703421,0.1681725601,-0.02951152782,-0.02707805176,1.319934098,1.321563469,1.211353438,1.237553346,0.2914930726,0.2849411505,0,Q2
109,Cuba,2023,5.87896778,2.451876965,10.10427174,0.2231267269,0.0916985653,0.3889684584,0.1851517175,0.08077428907,0.3069449536,0.1707959396,0.07427535875,0.2829328394,31.68106744,27.24293706,36.95130364,1.303660593,1.11385791,1.518984869,0.694880527,0.694880527,0.694880527,0.1855672253,0.1711540014,-0.04155078452,-0.03580617932,1.301656185,1.332291731,1.221542352,1.221677056,0.3064406401,0.3107610688,0,Q3
110,Dominica,2023,12.89241287,5.326532753,22.52338983,0.4821555685,0.1974127489,0.8335046937,0.2099242503,0.09413902175,0.3401671646,0.1975419336,0.0865288337,0.3300244386,61.5042975,45.85636073,82.03053848,2.444046715,1.826306112,3.183017163,0.75366422,0.75366422,0.75366422,0.2096180819,0.1972775584,0.03061683967,0.02643752416,1.333874214,1.31926703,1.171985336,1.232627425,0.5881569128,0.5551084776,0,Q4
111,Dominican Republic,2023,8.678236488,3.312335425,16.39062033,0.3175056355,0.1230256949,0.6112825932,0.1325437596,0.05593379754,0.2297739243,0.1229895356,0.0514787023,0.2145613176,65.42609142,47.44369576,87.39915667,2.579709171,1.865730019,3.465313929,0.658091059,0.658091059,0.658091059,0.1326418299,0.1230780737,-0.00980702514,-0.008853808887,1.507021032,1.537789707,1.311567797,1.325987731,0.6106961312,0.6200636602,0,Q3
112,Grenada,2023,6.730929346,2.769162181,12.12585738,0.2336154964,0.09562240613,0.4294298246,0.1558043093,0.06957946372,0.2668504127,0.1415800438,0.0625482858,0.2465562536,43.08290991,35.70707154,51.82689209,1.645538991,1.378021271,1.993873954,0.678048084,0.678048084,0.678048084,0.1562320038,0.1419689826,-0.04276945187,-0.03889388392,1.390104505,1.428875326,1.266145653,1.299674466,0.3741581194,0.3742559047,0,Q3
113,Guyana,2023,15.15434259,6.301192213,26.40105567,0.5217278348,0.2147402089,0.9293597844,0.1629004878,0.07140885061,0.277245898,0.1547048365,0.06639838124,0.2671654356,92.96095452,80.61308704,108.4759706,3.370446625,2.919632982,3.951678845,0.695580314,0.695580314,0.695580314,0.1630183626,0.1547948663,-0.01178747333,-0.009002982821,1.326343478,1.369717174,1.26357539,1.297742585,0.2997267368,0.3062044818,0,Q3
114,Haiti,2023,4.778012923,1.564537358,9.467079315,0.1574427519,0.05130855738,0.3113122079,0.06657997117,0.02633096142,0.1164940699,0.06035481179,0.02346123813,0.1076021441,71.86767423,40.43229062,112.7916383,2.609271541,1.436716942,4.054474684,0.463794706,0.463794706,0.463794706,0.06648347778,0.06033973444,0.009649338821,0.001507734596,1.653939009,1.651417086,1.354207684,1.394104356,1.006841372,1.003252326,0,Q1
115,Jamaica,2023,5.602212682,2.098890495,10.13698832,0.2135741789,0.08016609396,0.4018378356,0.1106095108,0.04411576579,0.1966067283,0.1117934624,0.04434818352,0.1969925352,50.46597457,42.83007263,60.00486813,1.903059002,1.603486909,2.223239294,0.691833531,0.691833531,0.691833531,0.1110096997,0.1122267773,-0.04001888771,-0.04333149294,1.434807688,1.506135916,1.378642409,1.365413938,0.3403242609,0.3256611508,0,Q3
116,Saint Lucia,2023,6.910625024,3.124767219,11.37775973,0.2392321653,0.1056951839,0.3966148643,0.1771304636,0.083785568,0.2827825932,0.1640689689,0.07628896298,0.2627898445,39.018988,34.00910346,45.17684297,1.458494124,1.26710774,1.686497609,0.70288814,0.70288814,0.70288814,0.1771092839,0.1640268283,0.00211796943,0.004214064927,1.1942469,1.216055876,1.123448904,1.136722457,0.2862129462,0.2875499206,0,Q3
117,Saint Vincent and the Grenadines,2023,6.102094644,2.3910848,11.19570384,0.2045726072,0.08238678816,0.3666017087,0.1080697169,0.04393620557,0.2041010825,0.09956728386,0.04032268876,0.1867634954,56.44659468,46.88374876,65.14473456,2.054981311,1.714787204,2.350198632,0.65846284,0.65846284,0.65846284,0.1081038578,0.0995496193,-0.003414085457,0.00176645548,1.442884706,1.389310741,1.482051415,1.470772335,0.3235090781,0.3092054537,0,Q3
118,Suriname,2023,8.510025289,3.311015782,16.71752273,0.2965683182,0.1155944336,0.5638418148,0.120498456,0.049005861,0.2210685105,0.1144053047,0.04580613923,0.2081144082,70.75182326,48.43901418,101.9343921,2.597633639,1.807130616,3.648346069,0.654870057,0.654870057,0.654870057,0.1202799433,0.1141686471,0.02185127029,0.02366576622,1.575378039,1.511447291,1.427924102,1.418712789,0.7560989305,0.7088049005,0,Q3
119,Trinidad and Tobago,2023,11.71725923,4.918363453,20.20903707,0.4350498374,0.1804683082,0.76978976,0.1842836843,0.08038418799,0.3104027533,0.1686292711,0.07429750597,0.2889535424,63.49593576,55.25058278,73.23171232,2.57735343,2.236059623,2.950577742,0.770448612,0.770448612,0.770448612,0.1845355784,0.1687971205,-0.02518941451,-0.01678493487,1.304970157,1.354606763,1.248176507,1.272946476,0.2831855193,0.27722939,0,Q4
121,Bolivia (Plurinational State of),2023,15.95380425,6.229771405,28.87229629,0.6174278375,0.2387482947,1.136520939,0.1833732731,0.08413786791,0.2909572387,0.1824690049,0.08192250335,0.2990416754,87.24069975,60.2370602,123.5842432,3.393346804,2.319785663,4.836587121,0.631803304,0.631803304,0.631803304,0.1828711175,0.1819524714,0.05021555929,0.05165334579,1.419255529,1.454052749,1.127859951,1.189896181,0.7261196119,0.7416870725,0,Q2
122,Ecuador,2023,12.05135503,5.451555534,19.5533516,0.477539516,0.2117747516,0.7904798354,0.1826581955,0.0881820414,0.2928510855,0.1886523897,0.08756482757,0.3093524859,66.0060681,57.99644186,76.1207629,2.53188708,2.230382643,2.887916566,0.690996593,0.690996593,0.690996593,0.1825795018,0.188610116,0.007869362968,0.004227364156,1.170141949,1.211847532,1.120502935,1.175641924,0.2745856793,0.2597011249,0,Q3
123,Peru,2023,11.90977918,5.276727103,19.40503428,0.4563180488,0.2030343621,0.7632529055,0.1705957,0.0820660238,0.262375889,0.1686414443,0.08084103769,0.261215744,69.82080168,57.52898246,85.73657084,2.703753101,2.224644398,3.339672497,0.685607664,0.685607664,0.685607664,0.1705763739,0.1687720852,0.001932604974,-0.01306409433,1.186277845,1.227693152,1.056942615,1.069575199,0.403999778,0.4124001183,0,Q3
125,Colombia,2023,8.676580878,4.000390132,13.37380342,0.3733150343,0.1671361481,0.5996178416,0.1683512504,0.07718261187,0.2610014876,0.1659304926,0.07540487484,0.2624332675,51.56224683,48.06515812,54.36763469,2.250595821,2.073154131,2.411973315,0.688855489,0.688855489,0.688855489,0.1682739099,0.1658738681,0.00773405016,0.005662452132,1.080311867,1.158489891,1.091877104,1.127149023,0.1222304488,0.150546438,0,Q3
126,Costa Rica,2023,22.0790978,10.06086723,33.83429746,0.9138635459,0.4057405162,1.434744045,0.1860649461,0.08664849475,0.2864887602,0.1767905372,0.07970431743,0.2782543218,118.8626499,105.3590908,133.6617208,5.17599461,4.595296668,5.868556468,0.71538598,0.71538598,0.71538598,0.1857530336,0.1765580559,0.03119125233,0.02324812737,1.076739206,1.125992533,1.074035005,1.123080497,0.238112056,0.2459932622,0,Q3
127,El Salvador,2023,8.408518101,3.564867917,14.68944277,0.3261606792,0.1371517478,0.5912573745,0.1641978734,0.07091187481,0.2773085017,0.1549364785,0.06635348274,0.2672356826,51.27818163,38.24125525,64.79240169,2.107727306,1.577399494,2.676747736,0.608140065,0.608140065,0.608140065,0.1639784765,0.154745198,0.02193969468,0.01912804658,1.323012536,1.392275819,1.256999391,1.296545539,0.5177864269,0.521579921,0,Q2
128,Guatemala,2023,19.46680325,9.084754548,32.32392479,0.7938377166,0.3661447077,1.364806431,0.1701150315,0.07800809497,0.2782700619,0.1649551047,0.0748078733,0.2755444398,114.3985895,99.3716991,129.3808136,4.810612895,4.201395464,5.416093321,0.553757769,0.553757769,0.553757769,0.1701664622,0.1650179996,-0.00514307154,-0.006289484121,1.193784616,1.258017479,1.177215001,1.216916366,0.262320669,0.2525037629,0,Q2
129,Honduras,2023,6.849271236,2.329974502,12.80526858,0.2960008409,0.1028913409,0.5607536988,0.128058138,0.05397911957,0.2245686839,0.1169193425,0.04776051377,0.2025030797,53.44845638,34.64738683,79.39065148,2.530366436,1.598384684,3.774386623,0.520269472,0.520269472,0.520269472,0.1281472226,0.1169794369,-0.008908452282,-0.006009439635,1.529402722,1.546827896,1.332125915,1.323498427,0.837129221,0.859955265,0,Q2
130,Mexico,2023,13.01939095,5.967597735,20.33651907,0.5235327578,0.2357994324,0.823989237,0.2067877878,0.09781878832,0.3089117895,0.2026914669,0.09510361232,0.3083061264,63.05881805,56.68057953,70.3273705,2.58642317,2.324785815,2.880591526,0.693436757,0.693436757,0.693436757,0.20646424,0.2024157392,0.03235477807,0.02757277901,1.103655416,1.123501435,1.020819476,1.051857373,0.2164136816,0.2148935709,0,Q3
131,Nicaragua,2023,13.57886019,5.329235455,23.06922305,0.5240723038,0.2125224136,0.9056882838,0.1488824496,0.06690233773,0.2390659324,0.1399787293,0.0607671538,0.2296474942,91.25544788,68.82768783,116.7586609,3.74629341,2.809106551,4.749955733,0.535691817,0.535691817,0.535691817,0.1488005429,0.1398908859,0.00819066639,0.008784339274,1.306441583,1.322653125,1.156372663,1.206471449,0.5252395798,0.5180718567,0,Q2
132,Panama,2023,10.85331748,4.706479526,17.33012971,0.4433230403,0.1947478469,0.7051126418,0.1818411682,0.08066464988,0.2818455096,0.1744910708,0.07830792639,0.2708767726,59.70671872,52.8566217,69.1097076,2.54161437,2.230678599,2.961233784,0.71530692,0.71530692,0.71530692,0.1817771553,0.1744257687,0.006401287955,0.00653020628,1.163114431,1.151225514,1.106354857,1.103602868,0.2722153594,0.2874374627,0,Q3
133,Venezuela (Bolivarian Republic of),2023,12.1264966,5.320110056,20.0598729,0.4895626228,0.2123761512,0.827315349,0.1986724958,0.08832450378,0.3309342921,0.1954720972,0.08512949452,0.3280194868,61.04977453,53.71732697,68.3032954,2.505725208,2.228445704,2.800610791,0.580213457,0.580213457,0.580213457,0.1986329465,0.1953776181,0.00395492616,0.009447911674,1.215500514,1.256099157,1.22115438,1.2425814,0.2389192842,0.2283431099,0,Q2
