partition,outcome,horizon,family,selected_by_cv,reference_transparent_by_cv,subgroup_dimension,subgroup_value,n,rmsle,mae,rmse,wape,median_absolute_error,r2,spearman,coverage_90,mean_width_90,median_width_90,coverage_95,mean_width_95,median_width_95
test_temporal_seen_country,daly,1,ridge,False,False,target_year,2021,163,0.256789586562,5.96157293252,15.507745983,0.264845030912,2.83846216171,0.622591376414,0.932024872396,0.846625766871,19.2116969047,11.9712125861,0.938650306748,23.0456864917,14.360252171
test_temporal_seen_country,daly,1,ridge,False,False,target_year,2022,163,0.330866978294,16.4804579017,109.784349317,0.704512151939,2.4759952097,-16.833496166,0.930298546339,0.840490797546,28.2058410598,12.4667465519,0.914110429448,33.8347504399,14.9546775607
test_temporal_seen_country,daly,1,ridge,False,False,target_year,2023,163,0.366565078667,22.9594855909,134.279019602,0.924356418595,2.766013466,-22.5799368625,0.938605970927,0.852760736196,34.6872183465,12.2657681592,0.901840490798,41.6095862457,14.7135908388
test_temporal_seen_country,daly,1,xgboost,False,False,target_year,2019,163,0.0439405805746,0.734678616639,1.97454378206,0.0346817269241,0.293024045,0.99216986471,0.997849712648,0.895705521472,2.39753178838,1.7765969918,0.957055214724,2.97169573936,2.2020586908
test_temporal_seen_country,daly,1,xgboost,False,False,target_year,2020,163,0.0486200715531,0.958888254387,2.66169339647,0.0445181905143,0.35728601307,0.986641347031,0.996699752274,0.834355828221,2.46213892311,1.8076850845,0.877300613497,3.05177507258,2.2405917994
test_temporal_seen_country,daly,1,xgboost,False,False,target_year,2021,163,0.0706590635109,1.30290591494,3.70188115967,0.0578820658952,0.5011792018,0.978494011596,0.994214175271,0.680981595092,2.49932006073,1.8475020306,0.766871165644,3.09786039617,2.2899441581
test_temporal_seen_country,daly,1,xgboost,False,False,target_year,2022,163,0.0859305475095,1.84782568332,3.79851949268,0.0789914731939,0.75611119853,0.978650665236,0.990994286221,0.509202453988,2.59259953882,1.9115884174,0.570552147239,3.21347856187,2.3693780342
test_temporal_seen_country,daly,1,xgboost,False,False,target_year,2023,163,0.0671500637922,1.7365820482,4.33772137921,0.0699153627077,0.67578647034,0.975393512703,0.995993150116,0.576687116564,2.68781344873,1.9090274062,0.687116564417,3.3314944196,2.3662037086
test_temporal_seen_country,daly,3,elastic_net,False,False,target_year,2019,163,0.239412356845,4.47298284278,10.5493767631,0.211154600088,2.02919391375,0.776493922744,0.931930658775,0.926380368098,18.3869186078,12.6693782502,0.944785276074,21.0236809471,14.4862209819
test_temporal_seen_country,daly,3,elastic_net,False,False,target_year,2020,163,0.248758022264,4.5508402634,9.37536904728,0.211281317629,2.1626876668,0.834261517631,0.924834156317,0.901840490798,18.556506897,12.8078880914,0.950920245399,21.2175889182,14.6445937235
test_temporal_seen_country,daly,3,elastic_net,False,False,target_year,2021,163,0.259146412458,4.49551843377,7.19897222306,0.199715030251,2.5882435672,0.918669122551,0.915806274627,0.889570552147,18.4578200082,12.9395614219,0.963190184049,21.1047499099,14.7951495697
test_temporal_seen_country,daly,3,elastic_net,False,False,target_year,2022,163,0.279084150442,4.97513313838,8.17290575102,0.212678663081,2.65345677476,0.901165490838,0.913628277387,0.822085889571,19.2576225188,12.9479276468,0.907975460123,22.0192475025,14.8047155468
