outcome,horizon,family,ablation,feature
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__log_growth5
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__lag10
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__delta10
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__log_growth10
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__mean3
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__std3
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__cv3
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__mean5
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__std5
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__cv5
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__mean10
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__std10
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__cv10
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__log_slope5
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__log_slope10
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__current
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__lag1
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__delta1
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__log_growth1
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__lag3
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__delta3
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__log_growth3
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__lag5
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__delta5
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__log_growth5
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__lag10
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__delta10
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__log_growth10
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__mean3
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__std3
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__cv3
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__mean5
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__std5
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__cv5
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__mean10
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__std10
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__cv10
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__log_slope5
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__log_slope10
death,5,extra_trees,remove_attributable_fraction,gbd_daly_fraction__current_rel_ui_width
death,5,extra_trees,remove_attributable_fraction,gbd_death_fraction__current_rel_ui_width
death,5,extra_trees,remove_attributable_fraction,derived__daly_fraction_definition_gap_pp
death,5,extra_trees,remove_attributable_fraction,derived__death_fraction_definition_gap_pp
death,5,extra_trees,remove_sdi,sdi__current
death,5,extra_trees,remove_sdi,sdi__lag1
death,5,extra_trees,remove_sdi,sdi__delta1
death,5,extra_trees,remove_sdi,sdi__log_growth1
death,5,extra_trees,remove_sdi,sdi__lag3
death,5,extra_trees,remove_sdi,sdi__delta3
death,5,extra_trees,remove_sdi,sdi__log_growth3
death,5,extra_trees,remove_sdi,sdi__lag5
death,5,extra_trees,remove_sdi,sdi__delta5
death,5,extra_trees,remove_sdi,sdi__log_growth5
death,5,extra_trees,remove_sdi,sdi__lag10
death,5,extra_trees,remove_sdi,sdi__delta10
death,5,extra_trees,remove_sdi,sdi__log_growth10
death,5,extra_trees,remove_sdi,sdi__mean3
death,5,extra_trees,remove_sdi,sdi__std3
death,5,extra_trees,remove_sdi,sdi__cv3
death,5,extra_trees,remove_sdi,sdi__mean5
death,5,extra_trees,remove_sdi,sdi__std5
death,5,extra_trees,remove_sdi,sdi__cv5
death,5,extra_trees,remove_sdi,sdi__mean10
death,5,extra_trees,remove_sdi,sdi__std10
death,5,extra_trees,remove_sdi,sdi__cv10
death,5,extra_trees,remove_sdi,sdi__log_slope5
death,5,extra_trees,remove_sdi,sdi__log_slope10
death,5,extra_trees,remove_sdi,sdi__current_rel_ui_width
death,5,extra_trees,remove_uncertainty_width,bmi_daly_rate__current_rel_ui_width
death,5,extra_trees,remove_uncertainty_width,bmi_death_rate__current_rel_ui_width
death,5,extra_trees,remove_uncertainty_width,gbd_daly_fraction__current_rel_ui_width
death,5,extra_trees,remove_uncertainty_width,gbd_death_fraction__current_rel_ui_width
death,5,extra_trees,remove_uncertainty_width,overall_daly_rate__current_rel_ui_width
death,5,extra_trees,remove_uncertainty_width,overall_death_rate__current_rel_ui_width
death,5,extra_trees,remove_uncertainty_width,sdi__current_rel_ui_width
