outcome,horizon,family,mean_fold_rmsle,mean_fold_mae,mean_fold_rmse,mean_fold_wape,mean_fold_median_absolute_error,mean_fold_r2,mean_fold_spearman,country_macro_rmsle,country_macro_mae,country_macro_rmse,country_macro_wape,country_macro_median_absolute_error,country_macro_r2,country_macro_spearman,complexity_rank,rank_rmsle,best_transparent_rmsle,skill_vs_persistence,skill_vs_best_transparent
daly,5,ridge,0.273311385267,6.59705631354,24.7123887967,0.328973042548,2.56578663099,-0.422499417479,0.925208157445,0.226883377025,6.59705631354,7.128755314,0.246628670162,6.25198958446,-522.983761545,0.454513584575,4,10,0.113640758715,-0.857656170375,-1.40504717107
daly,5,elastic_net,0.274107450329,6.29109864618,20.2844645318,0.313440652713,2.54540166613,0.0667803939938,0.922800551658,0.22936200485,6.29109864618,6.62967282832,0.245942466198,5.96742868683,-372.689253789,0.504645048203,5,11,0.113640758715,-0.863066904269,-1.41205227269
death,1,gru,0.0139398774798,0.0155571109238,0.0315765798154,0.0216434296691,0.00818931126817,0.99817502788,0.997868823359,0.00984843649554,0.0155571109238,0.0187223678176,0.0236805266203,0.0135661765507,-0.111055207425,0.763716038563,10,1,0.0141180594851,0.0959418045176,0.0126208566751
death,1,pooled_ridge,0.0141180594851,0.0162124225743,0.030502412251,0.0225880576808,0.00874295530617,0.998304324372,0.997864666993,0.0103456434322,0.0162124225743,0.0191815447492,0.0278201178708,0.0142091513351,-0.281438141883,0.749342681858,3,2,0.0141180594851,0.084385971089,0
death,1,logtrend5,0.0147253869601,0.0165318701101,0.033290174237,0.023013998203,0.00829485256767,0.998007209792,0.997697488718,0.0104573412134,0.0165318701101,0.0197610266241,0.0254620696902,0.0145565741319,-0.289791042775,0.731463628396,1,3,0.0141180594851,0.0449982948425,-0.0430177727764
death,1,logtrend10,0.0147267975467,0.0169335049192,0.0321896855742,0.0235771482049,0.00943246746867,0.998132479398,0.99765096051,0.0106873268409,0.0169335049192,0.020095572006,0.0260090007398,0.015185426009,-0.467926876244,0.748641542507,2,4,0.0141180594851,0.0449068125195,-0.0431176864082
death,1,extra_trees,0.0153383987978,0.0185238495959,0.038157464881,0.0258061444425,0.00852886900483,0.997371386558,0.997804399687,0.0109609127132,0.0185238495959,0.0219603623804,0.0259780922972,0.0166152101104,-0.505765108051,0.716038562664,7,5,0.0141180594851,0.00524196437231,-0.0864381761504
death,1,persistence,0.0154192258303,0.0186951290865,0.0323154816233,0.026055288121,0.0110722952233,0.998104349248,0.997712844181,0.0119339267418,0.0186951290865,0.0219111895314,0.0308046800255,0.0171003775625,-0.0341326953922,0.756704645048,0,6,0.0141180594851,0,-0.0921632570325
death,1,random_forest,0.0160918971326,0.0194417128606,0.0414237142077,0.0270672734521,0.00896086158233,0.996963910201,0.997653731421,0.0113806926064,0.0194417128606,0.0230080625909,0.0266203376278,0.0170478472485,-0.678485529434,0.717090271691,6,7,0.0141180594851,-0.0436254913017,-0.139809415702
death,1,hist_gradient_boosting,0.0164421392179,0.0202773540967,0.043003512364,0.0282299843889,0.008592627933,0.996692604393,0.997771610577,0.0117030356882,0.0202773540967,0.0239183798711,0.0273916833189,0.0179953101333,-0.884214655085,0.707975460123,8,8,0.0141180594851,-0.0663401262099,-0.164617505346
